year,Pipeline,Region From,Region To,State From,County From,State To,County To,Capacity (mmcfd),Notes
2007.0,"Enable Gas Transmission, LLC",Midwest,South Central,Tennessee,Shelby,Arkansas,Crittenden,25.0,
2007.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Texas,Panola,Louisiana,Caddo,1497.0,"CEGT Perryville Expansion (Line CP) 42"" FERC Docket (CP06-85)"
2007.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Texas,Wheeler,Oklahoma,Beckham,100.0,
2007.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Arkansas,Ashley,Louisiana,Morehouse,550.0,
2007.0,"Enable Mississippi River Transmission, LLC",South Central,Midwest,Arkansas,Clay,Missouri,Ripley,730.0,
2007.0,"Enable Mississippi River Transmission, LLC",Midwest,Intra-regional,Illinois,St. Clair,Missouri,St Louis,870.0,
2007.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Louisiana,Morehouse,Arkansas,Ashley,730.0,
2007.0,"Enable Mississippi River Transmission, LLC",Midwest,Intra-regional,Missouri,St Louis,Illinois,St Clair,715.0,
2007.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Texas,Harrison,Louisiana,Caddo,85.0,
2007.0,EnCana Pipeline Ltd,Canada,Mountain,Alberta,Alberta,Montana,Toole,100.0,
2007.0,EnCana Pipeline Ltd,Mountain,Canada,Montana,Toole,Saskatchewan,Saskatchewan,6.0,
2007.0,EnCana Pipeline Ltd,Canada,Mountain,Saskatchewan,Saskatchewan,Montana,Phillips,10.0,
2007.0,Equitrans Inc,Northeast,Intra-regional,Pennsylvania,Greene,West Virginia,Monongalia,70.0,
2007.0,Equitrans Inc,Northeast,Intra-regional,West Virginia,Monongalia,Pennsylvania,Greene,48.0,
2007.0,Equitrans Inc,Northeast,Intra-regional,West Virginia,Wetzel,Pennsylvania,Greene,285.0,
2007.0,"ETC Tiger Pipeline, LLC",South Central,Intra-regional,Texas,Panola,Louisiana,Caddo,0.0,
2007.0,Fayetteville Express Pipeline,South Central,Intra-regional,Arkansas,Phillips,Mississippi,Coahoma,0.0,
2007.0,Ferndale P L Co,Canada,Pacific,British Columbia,British Columbia,Washington,Whatcom,105.0,
2007.0,Florida Gas Trans Co,South Central,Southeast,Alabama,Escambia,Florida,Santa Rosa,2224.0,
2007.0,Florida Gas Trans Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Matagorda,0.0,
2007.0,Florida Gas Trans Co,South Central,Intra-regional,Louisiana,Washington,Mississippi,Pearl River,1300.0,
2007.0,Florida Gas Trans Co,South Central,Intra-regional,Mississippi,Greene,Alabama,Mobile,1883.0,
2007.0,Florida Gas Trans Co,South Central,Intra-regional,Texas,Orange,Louisiana,Calcasieu,320.0,
2007.0,Gas Transmission Northwest,Canada,Mountain,British Columbia,Alberta,Idaho,Boundary,2741.0,
2007.0,Gas Transmission Northwest,Mountain,Pacific,Idaho,Kootenai,Washington,Spokane,2561.0,
2007.0,Gas Transmission Northwest,Pacific,Intra-regional,Oregon,Klamath,California,Modoc,2071.0,
2007.0,Gas Transmission Northwest,Pacific,Intra-regional,Washington,Walla Walla,Oregon,Umatilla,2131.0,
2007.0,Gas Transport Inc,Northeast,Intra-regional,West Virginia,Wood,Ohio,Washington,30.0,
2007.0,Golden Pass Pipeline,South Central,Intra-regional,Texas,Orange,Louisiana,Calcasieu,0.0,
2007.0,Granite State Gas Trans Inc,Northeast,Intra-regional,Maine,York,New Hampshire,Rockingham,31.0,
2007.0,Granite State Gas Trans Inc,Northeast,Intra-regional,Massachusetts,Essex,New Hampshire,Rockingham,31.0,
2007.0,Granite State Gas Trans Inc,Northeast,Intra-regional,New Hampshire,Rockingham,Maine,York,31.0,
2007.0,Granite State Gas Trans Inc,Canada,Northeast,Quebec,Quebec,Vermont,Orleans,0.0,(Closed 1999)
2007.0,Great Lakes Gas Trans Ltd,Canada,Midwest,Manitoba,Manitoba,Minnesota,Kittson,2412.0,
2007.0,Great Lakes Gas Trans Ltd,Midwest,Canada,Michigan,Chippewa,Ontario,Ontario,317.0,
2007.0,Great Lakes Gas Trans Ltd,Midwest,Canada,Michigan,St. Clair,Ontario,Ontario,1482.0,
2007.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Michigan,Gogebic,Wisconsin,Iron,2226.0,Corrected due to pipeline being bidirectional
2007.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Minnesota,St Louis,Wisconsin,Douglas,2226.0,
2007.0,Great Lakes Gas Trans Ltd,Canada,Midwest,Ontario,Ontario,Michigan,St. Clair,1482.0,
2007.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Wisconsin,Iron,Michigan,Gogebic,2226.0,
2007.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Wisconsin,Douglas,Minnesota,St Louis,2226.0,
2007.0,Guarden Banks Pipeline,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Guarden Banks 128A,Gulf of Mexico,South Marsh Island 76,1000.0,
2007.0,Guardian Pipeline Co,Midwest,Intra-regional,Illinois,Mchenry,Wisconsin,Walworth,750.0,
2007.0,Gulf South Pipeline Co,South Central,Southeast,Alabama,Baldwin,Florida,Escambia,190.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Alabama,Mobile,Mississippi,George,200.0,
2007.0,Gulf South Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,St. Mary,0.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Louisiana,Madison,Mississippi,Warren,80.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Louisiana,St. Tammany,Mississippi,Hancock,950.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Louisiana,Caddo,Texas,Harrison,20.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Jackson,Alabama,Mobile,950.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Mississippi,Hancock,Louisiana,St. Tammany,310.0,
2007.0,Gulf South Pipeline Co,South Central,Intra-regional,Texas,Newton,Louisiana,Beauregard,947.0,
2007.0,Gulf States Transmission Corp,South Central,Intra-regional,Texas,Harrison,Louisiana,Caddo,155.0,
2007.0,Gulfstream Natural Gas System (via the Gulf of Mexico),South Central,Southeast,Alabama,Mobile,Florida,Manatee,1130.0,
2007.0,Havre Pipeline Co,Mountain,Canada,Montana,Blaine,Saskatchewan,Saskatchewan,60.0,
2007.0,High Island Offshore Sys,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,High Island South,Gulf of Mexico,WC167,500.0,
2007.0,Houston Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Kleberg,230.0,
2007.0,Independence Trail,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Mississippi Canyon 920,Gulf of Mexico,West Delta 68,1000.0,Tenneco Deepwater Link Project FERC Docket CP05-100
2007.0,Interenergy Sheffield Pipeline,Canada,Mountain,Saskatchewan,Saskatchewan,North Dakota,Burke,3.0,
2007.0,International Paper Pipeline,South Central,Intra-regional,Louisiana,Concorde,Mississippi,Adams,15.0,
2007.0,Interstate Power Co,Midwest,Intra-regional,Illinois,Carroll,Iowa,Clinton,75.0,
2007.0,Interstate Power Co,Midwest,Intra-regional,Iowa,Clinton,Illinois,Carroll,75.0,
2007.0,Iroquois Pipeline Co,Northeast,Intra-regional,Connecticut,New Haven,New York,Suffolk,420.0,
2007.0,Iroquois Pipeline Co,Northeast,Intra-regional,New York,Dutchess,Connecticut,Litchfield,773.0,
2007.0,Iroquois Pipeline Co,Canada,Northeast,Ontario,Ontario,New York,St Lawrence,1150.0,
2007.0,Kelso-Beaver Pipeline Co,Pacific,Intra-regional,Washington,Cowlitz,Oregon,Columbia,200.0,
2007.0,Kern River Gas Trans Co,Mountain,Pacific,Nevada,Clark,California,San Bernardino,1735.0,
2007.0,Kern River Gas Trans Co,Mountain,Intra-regional,Utah,Washington,Nevada,Lincoln,2034.0,
2007.0,Kern River Gas Trans Co,Mountain,Intra-regional,Wyoming,Uinta,Utah,Summit,1865.0,
2007.0,Kinder Morgan Border Pipeline LP,Mexico,South Central,Mexico,Tamaulipas,Texas,Hidalgo,300.0,
2007.0,Kinder Morgan Border Pipeline LP,South Central,Mexico,Texas,Hidalgo,Mexico,Tamaulipas,300.0,
2007.0,Kinder-Morgan Texas Pipeline Co,South Central,Mexico,Texas,Starr,Mexico,Tamaulipas,375.0,
2007.0,KO Transmission Co,Midwest,Northeast,Kentucky,Campbell,Ohio,Hamilton,219.0,
2007.0,KO Transmission Co,Northeast,Midwest,Ohio,Hamilton,Kentucky,Campbell,219.0,
2007.0,Manta Ray Gathering,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Green Canyon-Ship Shoal,Gulf of Mexico,Ship Shoal 207,800.0,
2007.0,Marion Natural Gas System Co,Midwest,South Central,Tennessee,Marion,Alabama,Jackson,10.0,
2007.0,Maritimes/Northeast PL Co,Northeast,Canada,Maine,Washington,New Brunswick,New Brunswick,415.0,
2007.0,Maritimes/Northeast PL Co,Northeast,Intra-regional,Maine,York,New Hampshire,Rockingham,628.0,
2007.0,Maritimes/Northeast PL Co,Canada,Northeast,New Brunswick,New Brunswick,Maine,Washington,415.0,
2007.0,Maritimes/Northeast PL Co,Northeast,Intra-regional,New Hampshire,Rockingham,Massachusetts,Essex,628.0,
2007.0,Matagorda Offshore Pipeline System (MOPS),Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Calhoun,480.0,
2007.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Louisiana,Madison,Mississippi,Warren,0.0,
2007.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Mississippi,Clarke,Alabama,Choctaw,0.0,
2007.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Oklahoma,Bryan,Texas,Fannin,0.0,
2007.0,Midcontinent Express Pipeline LLC,South Central,Intra-regional,Texas,Cass,Louisiana,Caddo,0.0,
2007.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Illinois,Clark,Indiana,Vigo,565.0,
2007.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Indiana,Vigo,Illinois,Clark,650.0,
2007.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Indiana,Spencer,Kentucky,Davees,350.0,
2007.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Kentucky,Davees,Indiana,Spencer,664.0,
2007.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Kentucky,Simpson,Tennessee,Sumner,350.0,
2007.0,Midwestern Gas Trans Co,Midwest,Intra-regional,Tennessee,Sumner,Kentucky,Simpson,665.0,
2007.0,Mississippi Canyon Gas PL Co,Gulf of Mexico,South Central,Gulf of Mexico,West Delta 143,Louisiana,Plaquemines,800.0,
2007.0,Missouri Interstate Pipeline Co,Midwest,Intra-regional,Illinois,Madison,Missouri,St Charles,20.0,
2007.0,Mobile Bay Producers,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Alabama,Mobile,600.0,
2007.0,Mohave Pipeline Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,400.0,
2007.0,Mustang Island,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Nueces,200.0,
2007.0,Nat Gas P L Co Of America,South Central,Midwest,Arkansas,Clay,Missouri,Butler,1574.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Arkansas,Miller,Texas,Cass,600.0,
2007.0,Nat Gas P L Co Of America,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Jefferson,150.0,
2007.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Cook,Indiana,Lake,710.0,
2007.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Illinois,Mchenry,Wisconsin,Kenosha,55.0,
2007.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Iowa,Muscatine,Illinois,Rock Island,1777.0,
2007.0,Nat Gas P L Co Of America,South Central,Mountain,Kansas,Washington,Nebraska,Jefferson,1224.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Kansas,Meade,Oklahoma,Beaver,300.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Louisiana,Cameron,Texas,Jefferson,140.0,
2007.0,Nat Gas P L Co Of America,Midwest,Intra-regional,Missouri,Perry,Illinois,Jackson,1650.0,
2007.0,Nat Gas P L Co Of America,Mountain,Midwest,Nebraska,Cass,Iowa,Mills,1389.0,
2007.0,Nat Gas P L Co Of America,Mountain,South Central,New Mexico,Roosevelt,Texas,Cochran,656.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Oklahoma,Beaver,Kansas,Meade,1202.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Oklahoma,Beaver,Texas,Ochiltree,1390.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Cass,Arkansas,Miller,1805.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Jefferson,Louisiana,Cameron,796.0,
2007.0,Nat Gas P L Co Of America,South Central,Mountain,Texas,Cochran,New Mexico,Roosevelt,550.0,
2007.0,Nat Gas P L Co Of America,South Central,Intra-regional,Texas,Wheeler,Oklahoma,Beckham,1433.0,
2007.0,National Fuel Gas Supply Co,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,368.0,
2007.0,National Fuel Gas Supply Co,Northeast,Intra-regional,New York,Steuben,Pennsylvania,Potter,116.0,
2007.0,National Fuel Gas Supply Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Steuben,116.0,
2007.0,National Fuel Gas Supply Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,321.0,
2007.0,Nautilus Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Ship Shoal 207,Louisiana,St. Mary,600.0,
2007.0,NOARK Pipeline System,South Central,Midwest,Arkansas,Clay,Missouri,Dunklin,33.0,
2007.0,Nora Transmission Co,Midwest,Northeast,Kentucky,Pike,Virginia,Wise,50.0,
2007.0,Norse Pipeline Co,Northeast,Intra-regional,New York,Chautauqua,Pennsylvania,Warren,2.0,
2007.0,Norse Pipeline Co,Northeast,Intra-regional,Pennsylvania,Warren,New York,Chautauqua,10.0,
2007.0,North Baja Pipeline Co,Mountain,Pacific,Arizona,La Paz,California,Riverside,500.0,
2007.0,North Baja Pipeline Co,Pacific,Mountain,California,,Arizona,La Paz,0.0,
2007.0,North Baja Pipeline Co,Pacific,Mountain,California,Riverside,Arizona,La Paz,614.0,
2007.0,North Baja Pipeline Co,Pacific,Mexico,California,Riverside,Mexico,Baja California,500.0,
2007.0,North Baja Pipeline Co,Mexico,Pacific,Mexico,Baja California,California,Riverside,614.0,
2007.0,North Country P L Co,Canada,Northeast,Ontario,Ontario,New York,Franklin,56.0,
2007.0,North Shore Gas Co,Midwest,Intra-regional,Illinois,Lake,Wisconsin,Kenosha,40.0,
2007.0,Northern Border Pipeline Co,Midwest,Intra-regional,Illinois,Will,Indiana,Lake,917.0,
2007.0,Northern Border Pipeline Co,Midwest,Intra-regional,Iowa,Scott,Illinois,Rock Island,988.0,
2007.0,Northern Border Pipeline Co,Midwest,Intra-regional,Minnesota,Martin,Iowa,Kossuth,2250.0,
2007.0,Northern Border Pipeline Co,Mountain,Intra-regional,Montana,Roosevelt,North Dakota,Williams,2180.0,
2007.0,Northern Border Pipeline Co,Mountain,Intra-regional,North Dakota,Mcintosh,South Dakota,Mcpherson,2375.0,
2007.0,Northern Border Pipeline Co,Canada,Mountain,Saskatchewan,Saskatchewan,Montana,Phillips,2373.0,
2007.0,Northern Border Pipeline Co,Mountain,Midwest,South Dakota,Deuel,Minnesota,Lincoln,2355.0,
2007.0,Northern Natural Gas Co,Midwest,Intra-regional,Illinois,Jo Daviess,Wisconsin,Lafayette,335.0,
2007.0,Northern Natural Gas Co,Midwest,Intra-regional,Iowa,Dubuque,Illinois,Jo Daviess,575.0,
2007.0,Northern Natural Gas Co,Midwest,Intra-regional,Iowa,Worth,Minnesota,Freeborn,1930.0,NNG Northern Lights Project FERC Docket CP06-403
2007.0,Northern Natural Gas Co,Midwest,Mountain,Iowa,Lyon,South Dakota,Lincoln,94.0,
2007.0,Northern Natural Gas Co,South Central,Mountain,Kansas,Washington,Nebraska,Jefferson,2172.0,NNG Palmyra North Expansion FERC Docket CP06-433
2007.0,Northern Natural Gas Co,Midwest,Intra-regional,Minnesota,Chisago,Wisconsin,Burnett,213.0,
2007.0,Northern Natural Gas Co,Mountain,Midwest,Nebraska,Dakota,Iowa,Woodbury,1913.0,
2007.0,Northern Natural Gas Co,Mountain,Intra-regional,Nebraska,Dakota,South Dakota,Union,125.0,
2007.0,Northern Natural Gas Co,Mountain,South Central,New Mexico,Lea,Texas,Winkler,245.0,
2007.0,Northern Natural Gas Co,South Central,Intra-regional,Oklahoma,Harper,Kansas,Clark,1566.0,
2007.0,Northern Natural Gas Co,South Central,Intra-regional,Oklahoma,Roger Mills,Texas,Hemphill,913.0,
2007.0,Northern Natural Gas Co,Mountain,Midwest,South Dakota,Lincoln,Iowa,Lyon,20.0,
2007.0,Northern Natural Gas Co,Mountain,Midwest,South Dakota,Moody,Minnesota,Pipestone,20.0,
2007.0,Northern Natural Gas Co,Mountain,Intra-regional,South Dakota,Union,Nebraska,Dakota,125.0,
2007.0,Northern Natural Gas Co,South Central,Intra-regional,Texas,Hemphill,Oklahoma,Roger Mills,1230.0,
2007.0,Northern Natural Gas Co,Midwest,Intra-regional,Wisconsin,Iron,Michigan,Gogebic,82.0,
2007.0,Northwest Pipeline Corp,Canada,Pacific,British Columbia,British Columbia,Washington,Whatcom,1562.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Colorado,Rio Blanco,Utah,Uintah,158.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Idaho,Owyhee,Nevada,Elko,158.0,
2007.0,Northwest Pipeline Corp,Mountain,Pacific,Idaho,Payette,Oregon,Malheur,429.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Idaho,Bear Lake,Utah,Rich,298.0,
2007.0,Northwest Pipeline Corp,Pacific,Mountain,Oregon,Malheur,Idaho,Payette,481.0,
2007.0,Northwest Pipeline Corp,Pacific,Intra-regional,Oregon,Columbia,Washington,Cowlitz,883.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Utah,San Juan,Colorado,San Miguel,337.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Utah,Rich,Idaho,Bear Lake,675.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Utah,Rich,Wyoming,Lincoln,360.0,
2007.0,Northwest Pipeline Corp,Pacific,Canada,Washington,Whatcom,British Columbia,British Columbia,51.0,
2007.0,Northwest Pipeline Corp,Pacific,Mountain,Washington,Whitman,Idaho,Kootena,59.0,
2007.0,Northwest Pipeline Corp,Pacific,Intra-regional,Washington,Cowlitz,Oregon,Columbia,1289.0,
2007.0,Northwest Pipeline Corp,Mountain,Intra-regional,Wyoming,Lincoln,Utah,Rich,675.0,
2007.0,Northwestern Energy Co,Mountain,Intra-regional,Wyoming,Park,Montana,Carbon,2.0,
2007.0,ONEOK WesTex Transmission,South Central,Mexico,Texas,El Paso,Mexico,Chihuahua,90.0,
2007.0,Ozark Gas Tranmission LLC,South Central,Intra-regional,Oklahoma,Le Flore,Arkansas,Sebastian,355.0,
2007.0,Pacific  Interstate Offshore Co,Pacific,Intra-regional,California,Offshore Pacific,California,Santa Barbara,60.0,
2007.0,Paiute Pipeline Co,Mountain,Pacific,Nevada,Douglas,California,El Dorado,43.0,
2007.0,Panhandle Eastern P L Co,Midwest,Intra-regional,Illinois,Edgar,Indiana,Vermillion,1573.0,
2007.0,Panhandle Eastern P L Co,Midwest,Northeast,Indiana,Randolph,Ohio,Darke,1314.0,
2007.0,Panhandle Eastern P L Co,South Central,Mountain,Kansas,Morton,Colorado,Baca,45.0,
2007.0,Panhandle Eastern P L Co,South Central,Midwest,Kansas,Miami,Missouri,Cass,1559.0,
2007.0,Panhandle Eastern P L Co,Midwest,Canada,Michigan,Wayne,Ontario,Ontario,150.0,
2007.0,Panhandle Eastern P L Co,Midwest,Intra-regional,Missouri,Pike,Illinois,Pike,1422.0,
2007.0,Panhandle Eastern P L Co,Northeast,Midwest,Ohio,Preble,Indiana,Wayne,150.0,
2007.0,Panhandle Eastern P L Co,Northeast,Midwest,Ohio,Fulton,Michigan,Lenawee,960.0,
2007.0,Panhandle Eastern P L Co,South Central,Intra-regional,Oklahoma,Texas,Kansas,Morton,1395.0,
2007.0,Panhandle Eastern P L Co,South Central,Intra-regional,Texas,Hansford,Oklahoma,Texas,445.0,
2007.0,Panther Interstate Pipeline Energy Fish Hook,Gulf of Mexico,South Central,Gulf of Mexico,High Island Area,Texas,Jefferson,150.0,
2007.0,Penn Jersey Pipeline Co,Northeast,Intra-regional,Pennsylvania,Northhampton,New Jersey,Warren,10.0,
2007.0,Penn York Energy Corp,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,60.0,
2007.0,Penn York Energy Corp,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,95.0,
2007.0,Peridido Norte,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Alimos Canyon,Gulf of Mexico,East Breaks 602,0.0,
2007.0,Portland Gas Trans Co,Northeast,Intra-regional,Maine,Oxford,New Hampshire,Coos,216.0,
2007.0,Portland Gas Trans Co,Northeast,Intra-regional,New Hampshire,Coos,Maine,Oxford,216.0,
2007.0,Portland Gas Trans Co,Northeast,Canada,New Hampshire,Coos,Quebec,Quebec,216.0,
2007.0,Portland Gas Trans Co,Canada,Northeast,Quebec,Quebec,New Hampshire,Coos,216.0,
2007.0,Questar P L Co,Mountain,Intra-regional,Colorado,Rio Blanco,Utah,Uintah,255.0,
2007.0,Questar P L Co,Mountain,Intra-regional,Colorado,Moffat,Wyoming,Sweetwater,165.0,
2007.0,Questar P L Co,Mountain,Intra-regional,Utah,Uintah,Colorado,Rio Blanco,23.0,
2007.0,Questar P L Co,Mountain,Intra-regional,Utah,Daggett,Wyoming,Sweetwater,354.0,
2007.0,Questar P L Co,Mountain,Intra-regional,Wyoming,Sweetwater,Colorado,Moffat,144.8,
2007.0,Questar P L Co,Mountain,Intra-regional,Wyoming,Summit,Utah,Uinta,1423.0,
2007.0,Questar Southern Trails Pipeline Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,80.0,
2007.0,Questar Southern Trails Pipeline Co,Mountain,Intra-regional,New Mexico,San Juan,Arizona,Apache,87.0,
2007.0,Raton Gas Transmission Co,Mountain,Intra-regional,Colorado,Las Animas,New Mexico,Colfax,10.0,
2007.0,Rockies Express Pipeline,Mountain,Intra-regional,Colorado,Sedgwick,Nebraska,Perkins,0.0,
2007.0,Rockies Express Pipeline,Mountain,Intra-regional,Colorado,Moffat,Wyoming,Sweetwater,1400.0,Added separate pipe segment (no longer combined with Weld CO to Larimie WY)
2007.0,Rockies Express Pipeline,Mountain,Intra-regional,Colorado,Weld,Wyoming,Larimie,0.0,Correct capacity and add Moffat CO to Sweetwater WY record
2007.0,Rockies Express Pipeline,Midwest,Intra-regional,Illinois,Edgar,Indiana,Vermillion,0.0,
2007.0,Rockies Express Pipeline,Midwest,Northeast,Indiana,Franklin,Ohio,Butler,0.0,
2007.0,Rockies Express Pipeline,South Central,Midwest,Kansas,Doniphan,Missouri,Buchanan,0.0,
2007.0,Rockies Express Pipeline,Midwest,Intra-regional,Missouri,Pike,Illinois,Pike,0.0,
2007.0,Rockies Express Pipeline,Mountain,Intra-regional,Nebraska,Kimball,Colorado,Logon,0.0,
2007.0,Rockies Express Pipeline,Mountain,South Central,Nebraska,Gage,Kansas,Marshall,0.0,
